RUNNER,EXP,NUM,STEP,START_X,START_Y,DIRECTION,REWARD_X,REWARD_Y,EXPECTED,ACTUAL,FINAL_X,FINAL_Y,WHY,Q_N,Q_S,Q_E,Q_W,SUGGESTION
3,0,0,0,4,4,0,4,3,0,0,4,3,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,1,4,3,1,4,4,0,0,4,4,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,2,4,4,0,4,3,0,0,4,3,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,3,4,3,2,5,3,0,0,5,3,R,0.000000,0.000000,0.000000,0.000000,0
3,0,0,4,5,3,1,5,4,0,0,5,4,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,5,5,4,2,6,4,0,0,6,4,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,6,6,4,2,7,4,0,0,7,4,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,7,7,4,2,7,4,0,0,7,4,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,8,7,4,1,7,5,0,0,7,5,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,9,7,5,2,7,5,0,0,7,5,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,10,7,5,3,6,5,0,0,6,5,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,11,6,5,0,6,4,0,0,6,4,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,12,6,4,0,6,3,0,0,6,3,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,13,6,3,0,6,2,0,0,6,2,R,0.000000,0.000000,0.000000,0.000000,0
3,0,0,14,6,2,0,6,1,0,0,6,1,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,15,6,1,3,5,1,0,0,5,1,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,16,5,1,1,5,2,0,0,5,2,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,17,5,2,3,4,2,0,0,4,2,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,18,4,2,2,5,2,0,0,5,2,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,19,5,2,2,6,2,0,0,6,2,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,20,6,2,0,6,1,0,0,6,1,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,21,6,1,3,5,1,0,0,5,1,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,22,5,1,0,5,0,0,0,5,0,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,23,5,0,0,5,0,0,0,5,0,R,0.000000,0.000000,0.000000,0.000000,0
3,0,0,24,5,0,2,6,0,0,0,6,0,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,25,6,0,2,7,0,0,0,7,0,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,26,7,0,1,7,1,0,0,7,1,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,27,7,1,2,7,1,0,0,7,1,P,0.000000,0.000000,0.000000,0.000000,0
3,0,0,28,7,1,0,7,0,0,0,7,0,P,0.000000,0.000000,0.000000,0.000000,0
